0.00039, 0.05, 0.09, 0.02, 0, 0
0.00088, 0.05, 0.09, 0.06, 0, 0
0.00128, 0.05, 0.09, 0.08, 0, 0
0.00168, 0.05, 0.09, 0.11, 0, 0
0.00205, 0.05, 0.09, 0.13, 0, 0
0.00241, 0.05, 0.09, 0.15, 0, 0
0.00277, 0.05, 0.09, 0.17, 0, 0
0.00313, 0.05, 0.09, 0.20, 0, 0
0.00352, 0.05, 0.09, 0.22, 0, 0
0.00387, 0.05, 0.09, 0.24, 0, 0
0.00423, 0.05, 0.09, 0.27, 0, 0
0.00458, 0.05, 0.09, 0.29, 0, 0
0.00495, 0.05, 0.09, 0.31, 0, 0
0.00531, 0.05, 0.09, 0.33, 0, 0
0.00569, 0.05, 0.09, 0.36, 0, 0
0.00611, 0.05, 0.09, 0.38, 0, 0
0.00651, 0.05, 0.09, 0.41, 0, 0
0.00692, 0.05, 0.09, 0.43, 0, 0
0.00732, 0.05, 0.09, 0.46, 0, 0
0.00774, 0.05, 0.09, 0.49, 0, 0
0.00809, 0.05, 0.09, 0.51, 0, 0
0.00845, 0.05, 0.09, 0.53, 0, 0
0.00885, 0.05, 0.09, 0.56, 0, 0
0.00920, 0.05, 0.09, 0.58, 0, 0
0.00956, 0.05, 0.09, 0.60, 0, 0
0.00992, 0.05, 0.09, 0.62, 0, 0
0.01029, 0.05, 0.09, 0.65, 0, 0
0.01065, 0.05, 0.09, 0.67, 0, 0
0.01105, 0.05, 0.09, 0.69, 0, 0
0.01141, 0.05, 0.09, 0.72, 0, 0
0.01176, 0.05, 0.09, 0.74, 0, 0
0.01212, 0.05, 0.09, 0.76, 0, 0
0.01248, 0.05, 0.09, 0.78, 0, 0
0.01284, 0.05, 0.09, 0.81, 0, 0
0.01322, 0.05, 0.09, 0.83, 0, 0
0.01358, 0.05, 0.09, 0.85, 0, 0
0.01395, 0.05, 0.09, 0.88, 0, 0
0.01434, 0.05, 0.09, 0.90, 0, 0
0.01471, 0.05, 0.09, 0.92, 0, 0
0.01509, 0.05, 0.09, 0.95, 0, 0
0.01546, 0.05, 0.09, 0.97, 0, 0
0.01583, 0.05, 0.09, 0.99, 0, 0
0.01622, 0.05, 0.09, 1.02, 0, 0
0.01658, 0.05, 0.09, 1.04, 0, 0
0.01697, 0.05, 0.09, 1.06, 0, 0
0.01734, 0.05, 0.09, 1.09, 0, 0
0.01770, 0.05, 0.09, 1.11, 0, 0
0.01806, 0.05, 0.09, 1.13, 0, 0
0.01848, 0.05, 0.09, 1.16, 0, 0
0.01885, 0.05, 0.09, 1.18, 0, 0
0.01921, 0.05, 0.09, 1.20, 0, 0
0.01957, 0.05, 0.09, 1.23, 0, 0
0.01995, 0.05, 0.09, 1.25, 0, 0
0.02032, 0.05, 0.09, 1.27, 0, 0
0.02070, 0.05, 0.09, 1.30, 0, 0
0.02107, 0.05, 0.09, 1.32, 0, 0
0.02142, 0.05, 0.09, 1.34, 0, 0
0.02181, 0.05, 0.09, 1.37, 0, 0
0.02218, 0.05, 0.09, 1.39, 0, 0
0.02256, 0.05, 0.09, 1.41, 0, 0
0.02292, 0.05, 0.09, 1.43, 0, 0
0.02327, 0.05, 0.09, 1.46, 0, 0
0.02363, 0.05, 0.09, 1.48, 0, 0
0.02399, 0.05, 0.09, 1.50, 0, 0
0.02435, 0.05, 0.09, 1.52, 0, 0
0.02485, 0.05, 0.09, 1.55, 0, 0
0.02530, 0.05, 0.09, 1.58, 0, 0
0.02566, 0.05, 0.09, 1.61, 0, 0
0.02602, 0.05, 0.09, 1.63, 0, 0
0.02637, 0.05, 0.09, 1.65, 0, 0
0.02674, 0.05, 0.09, 1.67, 0, 0
0.02711, 0.05, 0.09, 1.70, 0, 0
0.02749, 0.05, 0.09, 1.72, 0, 0
0.02785, 0.05, 0.09, 1.74, 0, 0
0.02820, 0.05, 0.09, 1.76, 0, 0
0.02856, 0.05, 0.09, 1.78, 0, 0
0.02893, 0.05, 0.09, 1.81, 0, 0
0.02928, 0.05, 0.09, 1.83, 0, 0
0.03379, 0.05, 0.08, 2.11, 0, 0
0.03418, 0.05, 0.08, 2.13, 0, 0
0.03454, 0.05, 0.08, 2.15, 0, 0
0.03490, 0.05, 0.08, 2.18, 0, 0
0.03526, 0.05, 0.08, 2.20, 0, 0
0.03562, 0.05, 0.08, 2.22, 0, 0
0.03598, 0.05, 0.08, 2.24, 0, 0
0.03634, 0.05, 0.08, 2.26, 0, 0
0.03671, 0.05, 0.08, 2.29, 0, 0
0.03707, 0.05, 0.08, 2.31, 0, 0
0.03742, 0.05, 0.08, 2.33, 0, 0
0.03778, 0.05, 0.08, 2.35, 0, 0
0.03814, 0.05, 0.08, 2.37, 0, 0
0.03852, 0.05, 0.08, 2.40, 0, 0
0.03889, 0.05, 0.08, 2.42, 0, 0
0.03929, 0.05, 0.08, 2.44, 0, 0
0.03968, 0.05, 0.08, 2.47, 0, 0
0.04008, 0.05, 0.08, 2.49, 0, 0
0.04047, 0.05, 0.08, 2.52, 0, 0
0.04086, 0.05, 0.08, 2.54, 0, 0
0.04122, 0.05, 0.08, 2.56, 0, 0
0.04159, 0.05, 0.08, 2.58, 0, 0
0.04196, 0.05, 0.08, 2.61, 0, 0
0.04232, 0.05, 0.08, 2.63, 0, 0
0.04269, 0.05, 0.08, 2.65, 0, 0
0.04305, 0.05, 0.08, 2.67, 0, 0
0.04341, 0.05, 0.08, 2.69, 0, 0
0.04378, 0.05, 0.08, 2.72, 0, 0
0.04414, 0.05, 0.08, 2.74, 0, 0
0.04451, 0.05, 0.08, 2.76, 0, 0
0.04488, 0.05, 0.08, 2.78, 0, 0
0.04523, 0.05, 0.08, 2.80, 0, 0
0.04559, 0.05, 0.08, 2.83, 0, 0
0.04594, 0.05, 0.08, 2.85, 0, 0
0.04629, 0.05, 0.08, 2.87, 0, 0
0.04669, 0.05, 0.08, 2.89, 0, 0
0.04858, 0.05, 0.08, 3.01, 0, 0
0.04898, 0.05, 0.08, 3.03, 0, 0
0.04935, 0.05, 0.08, 3.05, 0, 0
0.04972, 0.05, 0.08, 3.07, 0, 0
0.05008, 0.05, 0.08, 3.10, 0, 0
0.05045, 0.05, 0.08, 3.12, 0, 0
0.05082, 0.05, 0.08, 3.14, 0, 0
0.05118, 0.05, 0.08, 3.16, 0, 0
0.05155, 0.05, 0.08, 3.18, 0, 0
0.05192, 0.05, 0.08, 3.20, 0, 0
0.05229, 0.05, 0.08, 3.23, 0, 0
0.05266, 0.05, 0.08, 3.25, 0, 0
0.05304, 0.05, 0.08, 3.27, 0, 0
0.05345, 0.05, 0.08, 3.30, 0, 0
0.05381, 0.05, 0.08, 3.32, 0, 0
0.05417, 0.05, 0.08, 3.34, 0, 0
0.05454, 0.05, 0.08, 3.36, 0, 0
0.05490, 0.05, 0.08, 3.38, 0, 0
0.05526, 0.05, 0.08, 3.40, 0, 0
0.05565, 0.05, 0.08, 3.43, 0, 0
0.05601, 0.05, 0.08, 3.45, 0, 0
0.05636, 0.05, 0.08, 3.47, 0, 0
0.05675, 0.05, 0.08, 3.49, 0, 0
0.05711, 0.05, 0.08, 3.51, 0, 0
